loss,seg_loss,nll_loss,dice,iou,precision,recall,accuracy,avg_uncertainty,brier_score,ece,ause,spearman_rho,avg_batch_time,epoch
1.2208633929252957,1.010544858445886,0.4206370560399937,0.5868682888242345,0.4234418861358354,0.5386720325599822,0.6870852174672786,0.8328992044524046,0.06742652890328402,0.12589558331440123,0.18815628739983897,0.16261873331882343,0.03149143798129854,1.7245404190487332,1
0.9012901123177057,0.7608989221058442,0.2807823756050426,0.695062449571365,0.5343347334041907,0.6854516419324249,0.7135177206024191,0.905170367570667,0.0436929211670034,0.07584396313672763,0.10200835887623952,0.051473162036367114,0.2472308879964668,1.78947172164917,2
0.7748825367476717,0.6566298063035721,0.23650546253928298,0.739580522998831,0.5882747600624321,0.725471523931019,0.7621691778907763,0.9188842351712382,0.034961388802551153,0.06282709799021141,0.07964836101140542,0.033728561652989264,0.2838354533632917,1.7744889206356473,3
0.6858656145334658,0.5825190609550674,0.20669310880270464,0.7679639232990931,0.6249373199501647,0.761048900186705,0.7849918840328162,0.9287214053302393,0.02858271914980361,0.05461572809258075,0.06452235227221631,0.025493563731570093,0.28825601974848153,1.7611995458602905,4
0.6138185232867379,0.5210948888731317,0.18544727145652468,0.790714819425508,0.6553672966587747,0.7917644475722901,0.7956553223481729,0.9361997964109717,0.023496245582351548,0.04883854473271731,0.051352905010646675,0.020507867683854812,0.28676065038853044,1.7630267461140952,5
0.5675618990132609,0.481558303776695,0.17200719064393363,0.8020077014433175,0.6709712319549648,0.8067582364958498,0.8031834800775866,0.9402454688384244,0.019768126348383562,0.0456807320590088,0.04244512971716872,0.017492349383451327,0.285220586623422,1.7585845020082262,6
0.5092331990263205,0.4320722248828341,0.15432194769693025,0.8222841669926009,0.6993136918557191,0.8302429928966759,0.8208186262264232,0.9464588598188074,0.01669904936432383,0.04090174337892368,0.03520968599407743,0.013801216738206017,0.2833169083142388,1.759576932589213,7
0.48091297401823735,0.40754653864869145,0.14673287166038623,0.8271449212814297,0.7065297106605058,0.8360984994951906,0.8251012772394163,0.9481646801167455,0.014486064321803691,0.039437868210224075,0.030369867948288776,0.011965734715282027,0.28656515744194555,1.7573552873399523,8
0.43728632482235197,0.3702446724048461,0.13408330219017214,0.8424169310640651,0.7285085976351545,0.8521698094068529,0.8380899041342462,0.952553206183257,0.012527752249718705,0.036060686887977186,0.025808662246099852,0.009821338975008224,0.2840347189672651,1.7489727947447036,9
0.4136745267007118,0.3498162264188738,0.12771659626257673,0.8487990169154145,0.7384766604015089,0.8579117475014754,0.8432746594794387,0.9546475926800377,0.011227327820460967,0.03450481888694807,0.0218298487498636,0.008817835766906207,0.28169352550500293,1.763729190826416,10
0.37355362429060673,0.31546191413106917,0.11618342246186117,0.8641769359947369,0.7617316052457366,0.8731595394345529,0.8589121349862401,0.9591344560381023,0.009889697548313847,0.031166005664844405,0.019581746161475896,0.007288599524293748,0.27252974129914104,1.760866117477417,11
0.3410684506836845,0.2882296666477073,0.10567756930897326,0.8759650070247404,0.7798108889146496,0.8844139351121002,0.869543885079139,0.9627380692201093,0.00885722781044663,0.02839765042265843,0.016807691934081652,0.005872020409929334,0.26878202426510034,1.7635545518663194,12
0.30719284165149846,0.25937091449185684,0.09564385224119497,0.8885089996458135,0.799885660337466,0.8964188357698044,0.8827178924395914,0.9665276969253458,0.007922492991711074,0.025550517147150086,0.014769244432700357,0.004824667681686609,0.25923066478772194,1.758338909678989,13
0.28064814649882025,0.23666749536970416,0.08796130019567128,0.8981868184122124,0.815489737098935,0.9044401364510322,0.8936910884957547,0.9691576150276049,0.007120145434826178,0.023492421633969914,0.01367114580339606,0.004108167017773492,0.2523453481020511,1.7604210747612847,14
0.25960901782263396,0.2192207440169746,0.08077654848085505,0.9048285308129342,0.8264935655741279,0.9128554737911575,0.8985192826035205,0.9714462104337255,0.006478048721603342,0.021681335163679583,0.012018324757903985,0.003279091497238165,0.24691133934576956,1.7657571686638727,15
0.2260775340176904,0.19076393018811474,0.07062720633414356,0.9179757239711744,0.8485520136319088,0.92288020951916,0.9137559783628476,0.975147349547081,0.0056808379416642876,0.01883327631721711,0.010194771386109792,0.002567171359020012,0.23555302027140324,1.7599126153522067,16
0.2188888041871254,0.18472471977634206,0.0683281689069676,0.9192955966168039,0.8508729773207065,0.9247027465600692,0.9149328959240769,0.9756749359093096,0.005373366087961058,0.018386483112865747,0.009989019733442874,0.0023021718657621807,0.23687291251901224,1.7619761096106634,17
0.2040587870734729,0.17213779423397504,0.06384198629621128,0.924468650963622,0.8597207926718383,0.9290513228566831,0.9204147842121687,0.9771881477416244,0.005004757643587041,0.0172163041094373,0.008511235117343398,0.0020724263745151425,0.2298953593140232,1.7604919963412815,18
0.2083068188537364,0.1754763179684149,0.06566099978054345,0.9211796880720721,0.8540975224147782,0.9257393585968945,0.9174924222451608,0.9762881600471701,0.004823382458151081,0.01789731627764305,0.008926386977844963,0.0020556099266111436,0.23617366606519904,1.75953266620636,19
0.19069010316393947,0.16082243274569966,0.0597353424474509,0.9277988650518062,0.8654651382019968,0.9307776649572155,0.9254220097832648,0.9782054834003124,0.004453744052043337,0.016370308333791123,0.008205130705670563,0.001721673936966597,0.22917223200490672,1.7645391093360052,20
0.16333655413652964,0.1378798503228135,0.05091340733629293,0.9383635434188459,0.8839708294003902,0.9401950166845703,0.9367509135234352,0.9813740008943153,0.0038808382666349855,0.013926929921706277,0.006738359411365719,0.0012444360660856183,0.21586992721251574,1.7630762153201633,21
